Title,Price,Release Date,Tags,Description,Reviews,URL,Preprocessed_Description,Preprocessed_Title,Cleaned_Description,Tokenized_Description
Governor of Poker 3,Free,"19 Feb, 2016","['Gambling', 'Card Game', 'Free to Play', 'Multiplayer', 'Sports', 'Character Customization', 'Massively Multiplayer', 'Strategy', 'Western', 'Relaxing', 'Team-Based', 'Conversation', 'Casual', 'Resource Management', 'Simulation', 'PvP', 'Cartoony', 'Gaming', 'Family Friendly', 'Party']",Governor of Poker 3 is the best multiplayer poker game with a great design. In this multi-player version of Governor of Poker you compete live with thousands of real poker players to prove you are the number 1 Texas Hold ’em poker star!,- 66% of the 125 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/436150/Governor_of_Poker_3/?snr=1_7_7_7000_150_8,Governor of Poker 3 is the best multiplayer poker  with a great design In this multiplayer version of Governor of Poker you compete live with thousands of real poker players to prove you are the number 1 Texas Hold em poker star,Governor of Poker 3,governor poker 3 best multiplayer poker great design multiplayer version governor poker compete live thousand real poker player prove number 1 texas hold em poker star,"['governor', 'poker', '3', 'best', 'multiplayer', 'poker', 'great', 'design', 'multiplayer', 'version', 'governor', 'poker', 'compete', 'live', 'thousand', 'real', 'poker', 'player', 'prove', 'number', '1', 'texas', 'hold', 'em', 'poker', 'star']"
BlazBlue Entropy Effect - Rachel Character Pack,Free,"24 Jul, 2024","['Indie', 'Action', 'Adventure']",N/A,- 97% of the 34 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/3085820/BlazBlue_Entropy_Effect__Rachel_Character_Pack/?snr=1_7_7_7000_150_8,NA,BlazBlue Entropy Effect Rachel Character Pack,na,['na']
MX Bikes,Free,"7 Oct, 2019","['Motocross', 'Motorbike', 'Multiplayer', 'Simulation', 'Offroad', 'Realistic', 'VR', 'Racing', 'Moddable', 'Controller', 'eSports', 'Automobile Sim', 'Early Access', 'Bikes', 'Physics', 'Difficult', 'Immersive Sim', '3D', 'First-Person', 'Third Person']","MX Bikes is a realistic motocross simulator, based on a scratch built physics engine that accurately simulates motorcycle dynamics and setup options.",- 95% of the 907 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/655500/MX_Bikes/?snr=1_7_7_7000_150_8,MX Bikes is a realistic motocross simulator based on a scratch built physics engine that accurately simulates motorcycle dynamics and setup options,MX Bikes,mx bike realistic motocross simulator based scratch built physic engine accurately simulates motorcycle dynamic setup option,"['mx', 'bike', 'realistic', 'motocross', 'simulator', 'based', 'scratch', 'built', 'physic', 'engine', 'accurately', 'simulates', 'motorcycle', 'dynamic', 'setup', 'option']"
Get To Work,Free,"2 Dec, 2024","['Adventure', 'Singleplayer', 'Funny', 'Difficult', 'Precision Platformer', '3D Platformer', 'Third Person', 'Dynamic Narration', 'Action', 'Platformer', 'Action-Adventure', '3D', 'Narration', 'Realistic', 'America', 'Comedy', 'Capitalism', 'Building', 'Dark Comedy', 'Dark Humor']",You are poor and bald. Get to Work.,- 85% of the 687 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/2706170/Get_To_Work/?snr=1_7_7_7000_150_8,You are poor and bald Get to Work,Get To Work,poor bald get work,"['poor', 'bald', 'get', 'work']"
Fishing Planet,Free,"28 Aug, 2017","['Fishing', 'Free to Play', 'Multiplayer', 'Simulation', 'Sports', 'Relaxing', 'Realistic', 'Massively Multiplayer', 'Co-op', 'First-Person', 'Open World', 'Singleplayer', 'Online Co-Op', 'Family Friendly', 'Casual', 'Adventure', 'MMORPG', 'Action', 'Farming Sim', 'FPS']",Fishing Planet® is a free-to-play and highly realistic first-person online multiplayer fishing simulator. Developed by avid fishing enthusiasts to bring you the full thrill of actual angling on your PC.,- 87% of the 810 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/380600/Fishing_Planet/?snr=1_7_7_7000_150_8,Fishing Planet is a freetoplay and highly realistic firstperson online multiplayer fishing simulator Developed by avid fishing enthusiasts to bring you the full thrill of actual angling on your PC,Fishing Planet,fishing planet freetoplay highly realistic firstperson online multiplayer fishing simulator developed avid fishing enthusiast bring full thrill actual angling pc,"['fishing', 'planet', 'freetoplay', 'highly', 'realistic', 'firstperson', 'online', 'multiplayer', 'fishing', 'simulator', 'developed', 'avid', 'fishing', 'enthusiast', 'bring', 'full', 'thrill', 'actual', 'angling', 'pc']"
Cult of the Lamb,Free,"11 Aug, 2022","['Base Building', 'Cute', 'Action Roguelike', 'Singleplayer', 'Dungeon Crawler', 'Character Customization', 'Roguelite', 'Dark Humor', 'Colony Sim', 'Building', '2D', 'Adventure', 'Action', 'Faith', 'Funny', 'Fantasy', 'Controller', 'Colorful', 'Strategy', 'Third Person']","Start your own cult in a land of false prophets, venturing out into diverse and mysterious regions to build a loyal community of woodland Followers and spread your Word to become the one true cult.","- 97% of the 1,983 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/1313140/Cult_of_the_Lamb/?snr=1_7_7_7000_150_8,Start your own cult in a land of false prophets venturing out into diverse and mysterious regions to build a loyal community of woodland Followers and spread your Word to become the one true cult,Cult of the Lamb,start cult land false prophet venturing diverse mysterious region build loyal community woodland follower spread word become one true cult,"['start', 'cult', 'land', 'false', 'prophet', 'venturing', 'diverse', 'mysterious', 'region', 'build', 'loyal', 'community', 'woodland', 'follower', 'spread', 'word', 'become', 'one', 'true', 'cult']"
Russian Fishing 4,Free,"10 Nov, 2021","['Fishing', 'Free to Play', 'Multiplayer', 'Simulation', 'Nature', 'Realistic', 'Relaxing', 'First-Person', 'Crafting', 'Immersive Sim', 'Sports', 'Atmospheric', 'Singleplayer', 'Open World', 'Survival', 'Massively Multiplayer', 'Casual', 'Adventure', 'RPG', 'Family Friendly']","Russian Fishing 4 is a fishing simulator with RPG elements. There is no story line and the whole process is based on the concept of an open, free to roam and free to play game.",- 77% of the 983 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/766570/Russian_Fishing_4/?snr=1_7_7_7000_150_8,Russian Fishing 4 is a fishing simulator with RPG elements There is no story line and the whole process is based on the concept of an open free to roam and free to play,Russian Fishing 4,russian fishing 4 fishing simulator rpg element story line whole process based concept open free roam free play,"['russian', 'fishing', '4', 'fishing', 'simulator', 'rpg', 'element', 'story', 'line', 'whole', 'process', 'based', 'concept', 'open', 'free', 'roam', 'free', 'play']"
Hollow Knight,Free,"24 Feb, 2017","['Metroidvania', 'Souls-like', 'Platformer', 'Great Soundtrack', '2D', 'Difficult', 'Indie', 'Singleplayer', 'Atmospheric', 'Exploration', 'Adventure', 'Story Rich', 'Hand-drawn', 'Multiple Endings', 'Action', 'Dark Fantasy', 'Open World', 'Cute', 'Controller', 'Side Scroller']","Forge your own path in Hollow Knight! An epic action adventure through a vast ruined kingdom of insects and heroes. Explore twisting caverns, battle tainted creatures and befriend bizarre bugs, all in a classic, hand-drawn 2D style.","- 95% of the 7,812 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/367520/Hollow_Knight/?snr=1_7_7_7000_150_8,Forge your own path in Hollow Knight An epic action adventure through a vast ruined kingdom of insects and heroes Explore twisting caverns battle tainted creatures and befriend bizarre bugs all in a classic handdrawn 2D style,Hollow Knight,forge path hollow knight epic action adventure vast ruined kingdom insect hero explore twisting cavern battle tainted creature befriend bizarre bug classic handdrawn 2d style,"['forge', 'path', 'hollow', 'knight', 'epic', 'action', 'adventure', 'vast', 'ruined', 'kingdom', 'insect', 'hero', 'explore', 'twisting', 'cavern', 'battle', 'tainted', 'creature', 'befriend', 'bizarre', 'bug', 'classic', 'handdrawn', '2d', 'style']"
3DMark,Free,,"['Benchmark', 'Utilities', 'Software', '3D', 'Free to Play']","3DMark is for gamers, overclockers and system builders who want to get more out of their hardware. With its wide range of benchmark tests, 3DMark has everything you need to test your PC's performance.",- 86% of the 182 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/223850/3DMark/?snr=1_7_7_7000_150_9,3DMark is for gamers overclockers and system builders who want to get more out of their hardware With its wide range of benchmark tests 3DMark has everything you need to test your PCs performance,3DMark,3dmark gamers overclockers system builder want get hardware wide range benchmark test 3dmark everything need test pc performance,"['3dmark', 'gamers', 'overclockers', 'system', 'builder', 'want', 'get', 'hardware', 'wide', 'range', 'benchmark', 'test', '3dmark', 'everything', 'need', 'test', 'pc', 'performance']"
WRC Generations – The FIA WRC Official Game,Free,"3 Nov, 2022","['Racing', 'Simulation', 'Realistic', 'PvP', 'Multiplayer', 'Co-op', 'Online Co-Op', 'Singleplayer', '3D', 'Automobile Sim', 'Cinematic', 'Colorful', 'Driving', 'Competitive', 'eSports', 'First-Person', 'Offroad', 'Management', 'Physics', 'VR']","Rise to all the challenges of the most comprehensive, realistic and demanding rally simulation ever developed. Dive into the heart of the action and drive the cars from the 2022 WRC championship, including the new hybrid models.",- 71% of the 32 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/1953520/WRC_Generations__The_FIA_WRC_Official_Game/?snr=1_7_7_7000_150_9,Rise to all the challenges of the most comprehensive realistic and demanding rally simulation ever developed Dive into the heart of the action and drive the cars from the 2022 WRC championship including the new hybrid models,WRC Generations The FIA WRC Official,rise challenge comprehensive realistic demanding rally simulation ever developed dive heart action drive car 2022 wrc championship including new hybrid model,"['rise', 'challenge', 'comprehensive', 'realistic', 'demanding', 'rally', 'simulation', 'ever', 'developed', 'dive', 'heart', 'action', 'drive', 'car', '2022', 'wrc', 'championship', 'including', 'new', 'hybrid', 'model']"
Old School RuneScape,Free,"24 Feb, 2021","['MMORPG', 'Free to Play', 'Nostalgia', 'Adventure', 'Fantasy', 'Story Rich', 'Massively Multiplayer', 'RPG', 'Multiplayer', 'Character Customization', 'Third Person', 'PvE', 'Open World', 'Old School', 'PvP', 'Great Soundtrack', 'Classic', 'Exploration', 'Cult Classic', 'Lore-Rich']","The best retro fantasy MMORPG on the planet. Old School is RuneScape but… older! This is the open world you know and love, but as it was in 2007. Saying that, it’s even better than that – Old School is shaped by you, its players, with regular new content, fixes and expansions voted for by the fans!",- 13% of the 999 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/1343370/Old_School_RuneScape/?snr=1_7_7_7000_150_9,The best retro fantasy MMORPG on the planet Old School is RuneScape but older This is the open world you know and love but as it was in 2007 Saying that its even better than that  Old School is shaped by you its players with regular new content fixes and expansions voted for by the fans,Old School RuneScape,best retro fantasy mmorpg planet old school runescape older open world know love 2007 saying even better old school shaped player regular new content fix expansion voted fan,"['best', 'retro', 'fantasy', 'mmorpg', 'planet', 'old', 'school', 'runescape', 'older', 'open', 'world', 'know', 'love', '2007', 'saying', 'even', 'better', 'old', 'school', 'shaped', 'player', 'regular', 'new', 'content', 'fix', 'expansion', 'voted', 'fan']"
Blade and Sorcery,Free,"17 Jun, 2024","['VR', 'Swordplay', 'Moddable', 'Gore', 'Action', 'Magic', 'Sandbox', 'Violent', 'Physics', 'Medieval', 'Simulation', 'Fighting', 'First-Person', 'Fantasy', 'Singleplayer', 'Adventure', 'RPG', 'Indie', 'Early Access', 'Games Workshop']","Blade & Sorcery is a built-for-VR medieval fantasy with full physics driven melee, ranged and magic combat. Become a powerful warrior, ranger or sorcerer and devastate your enemies.",- 92% of the 567 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/629730/Blade_and_Sorcery/?snr=1_7_7_7000_150_9,Blade  Sorcery is a builtforVR medieval fantasy with full physics driven melee ranged and magic combat Become a powerful warrior ranger or sorcerer and devastate your enemies,Blade and Sorcery,blade sorcery builtforvr medieval fantasy full physic driven melee ranged magic combat become powerful warrior ranger sorcerer devastate enemy,"['blade', 'sorcery', 'builtforvr', 'medieval', 'fantasy', 'full', 'physic', 'driven', 'melee', 'ranged', 'magic', 'combat', 'become', 'powerful', 'warrior', 'ranger', 'sorcerer', 'devastate', 'enemy']"
BLADE CHIMERA,Free,"15 Jan, 2025","['Metroidvania', 'Side Scroller', 'Exploration', '2D Platformer', 'Martial Arts', 'Platformer', 'Action RPG', '2D', 'Cyberpunk', 'Action', 'Pixel Graphics', 'Dystopian', 'Ninja', 'Demons', 'Sci-fi', 'Mystery', 'Atmospheric', 'Futuristic', 'Singleplayer', 'Indie']","Explore a dark and sinister Osaka as the Demon Hunter Shin. Battle demons, regain lost skills, and uncover the truth of your forgotten past in this exciting occult-inspired cyberpunk metroidvania.",- 85% of the 408 user reviews for this game are positive.,https://store.steampowered.com/app/2671230/BLADE_CHIMERA/?snr=1_7_7_7000_150_9,Explore a dark and sinister Osaka as the Demon Hunter Shin Battle demons regain lost skills and uncover the truth of your forgotten past in this exciting occultinspired cyberpunk metroidvania,BLADE CHIMERA,explore dark sinister osaka demon hunter shin battle demon regain lost skill uncover truth forgotten past exciting occultinspired cyberpunk metroidvania,"['explore', 'dark', 'sinister', 'osaka', 'demon', 'hunter', 'shin', 'battle', 'demon', 'regain', 'lost', 'skill', 'uncover', 'truth', 'forgotten', 'past', 'exciting', 'occultinspired', 'cyberpunk', 'metroidvania']"
